title,category,image_url,review_rating,product_description,universal_product_code,price_including_tax,price_excluding_tax,number_available,number_review
The Complete Maus (Maus #1-2),Sequential Art,http://books.toscrape.com/../../media/cache/e5/0f/e50f35f47d84efaa739eff59b3dd4f7c.jpg,3 étoiles,"Combined for the first time here are Maus I: A Survivor's Tale and Maus II - the complete story of Vladek Spiegelman and his wife, living and surviving in Hitler's Europe. By addressing the horror of the Holocaust through cartoons, the author captures the everyday reality of fear and is able to explore the guilt, relief and extraordinary sensation of survival - and how the Combined for the first time here are Maus I: A Survivor's Tale and Maus II - the complete story of Vladek Spiegelman and his wife, living and surviving in Hitler's Europe. By addressing the horror of the Holocaust through cartoons, the author captures the everyday reality of fear and is able to explore the guilt, relief and extraordinary sensation of survival - and how the children of survivors are in their own way affected by the trials of their parents. A contemporary classic of immeasurable significance. ...more",3301af038a720587,£10.64,£10.64,In stock (1 available),0
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,http://books.toscrape.com/../../media/cache/03/0a/030af2f71cc40b03f7d79a0929ac9c18.jpg,3 étoiles,"Kyoko always thought that Sho, whose family took her in when she was small, was her prince charming. However, when Sho heads for Tokyo to make it big as a musician, Kyoko goes with him and has to quit high school to support his dream. But soon, being in the big city makes Kyoko realize that she has show business ambitions of her own!",2ac720f76384c57e,£42.12,£42.12,In stock (1 available),0
"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,http://books.toscrape.com/../../media/cache/86/01/860132d9f65dd9df2143fb9071a40115.jpg,1 étoile,"When two soldiers from opposite sides of a never-ending galactic war fall in love, they risk everything to bring a fragile new life into a dangerous old universe. From bestselling writer Brian K. Vaughan, Saga is the sweeping tale of one young family fighting to find their place in the worlds. Fantasy and science fiction are wed like never before in this sexy, subversive d When two soldiers from opposite sides of a never-ending galactic war fall in love, they risk everything to bring a fragile new life into a dangerous old universe. From bestselling writer Brian K. Vaughan, Saga is the sweeping tale of one young family fighting to find their place in the worlds. Fantasy and science fiction are wed like never before in this sexy, subversive drama for adults. Collects Saga issues #1-6. ...more",4f64568dfefa3ce7,£28.48,£28.48,In stock (1 available),0
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Sequential Art,http://books.toscrape.com/../../media/cache/70/da/70daa09e4ddebe1d60f50720c0b49976.jpg,5 étoiles,"Who are the Rat Queens? A pack of booze-guzzling, death-dealing battle maidens-for-hire, and they're in the business of killing all god's creatures for profit. It's also a darkly comedic sass-and-sorcery series starring Hannah the Rockabilly Elven Mage, Violet the Hipster Dwarven Fighter, Dee the Atheist Human Cleric and Betty the Hippy Smidgen Thief. This modern spin on a Who are the Rat Queens? A pack of booze-guzzling, death-dealing battle maidens-for-hire, and they're in the business of killing all god's creatures for profit. It's also a darkly comedic sass-and-sorcery series starring Hannah the Rockabilly Elven Mage, Violet the Hipster Dwarven Fighter, Dee the Atheist Human Cleric and Betty the Hippy Smidgen Thief. This modern spin on an old school genre is a violent monster-killing epic that is like Buffy meets Tank Girl in a Lord of the Rings world on crack! Collecting Rat Queens #1-5! ...more",3cdca3b4a93980f5,£46.96,£46.96,In stock (1 available),0
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,http://books.toscrape.com/../../media/cache/87/b3/87b3b5ff42301d1c7eeb0c81055f1633.jpg,4 étoiles,"In the early hours after Halloween of 1988, four 12-year-old newspaper delivery girls uncover the most important story of all time. Suburban drama and otherworldly mysteries collide in this smash-hit series about nostalgia, first jobs, and the last days of childhood.Collects Paper Girls #1-5.",bcbcbcf0f6ed196f,£21.71,£21.71,In stock (1 available),0
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,http://books.toscrape.com/../../media/cache/27/33/27334267037a79caed4d7b0092d59fb5.jpg,3 étoiles,"One day, Haruhi, a scholarship student at exclusive Ouran High School, breaks an $80,000 vase that belongs to the 'Host Club', a mysterious campus group consisting of six super-rich (and gorgeous) guys. To pay back the damages, she is forced to work for the club, and it's there that she discovers just how wealthy the boys are and how different they are from everybody else.",326825e02a198cf6,£29.87,£29.87,In stock (1 available),0
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,http://books.toscrape.com/../../media/cache/99/f5/99f511d2d38ef356701341d405a1cca2.jpg,4 étoiles,"Marvel Comics presents the new Ms. Marvel, the groundbreaking heroine that has become an international sensation! Kamala Khan is an ordinary girl from Jersey City â until she's suddenly empowered with extraordinary gifts. But who truly is the new Ms. Marvel? Teenager? Muslim? Inhuman? Find out as she takes the Marvel Universe by storm! When Kamala discovers the dangers of Marvel Comics presents the new Ms. Marvel, the groundbreaking heroine that has become an international sensation! Kamala Khan is an ordinary girl from Jersey City â until she's suddenly empowered with extraordinary gifts. But who truly is the new Ms. Marvel? Teenager? Muslim? Inhuman? Find out as she takes the Marvel Universe by storm! When Kamala discovers the dangers of her newfound powers, she unlocks a secret behind them, as well. Is Kamala ready to wield these immense new gifts? Or will the weight of the legacy before her be too much to bear? Kamala has no idea, either. But she's comin' for you, Jersey! It's history in the making from acclaimed writer G. Willow Wilson (Air, Cairo) and beloved artist Adrian Alphona (RUNAWAYS)! Collecting MS. MARVEL (2014) #1-5 and material from ALL-NEW MARVEL NOW! POINT ONE #1. ...more",35a60467893aa168,£39.39,£39.39,In stock (1 available),0
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,http://books.toscrape.com/../../media/cache/66/97/6697a03eedbac77c2e957788e48b70a8.jpg,3 étoiles,"The breakout star of this summer's blockbuster Avengers film, Clint Barton - aka the self-made hero Hawkeye - fights for justice! With ex-Young Avenger Kate Bishop by his side, he's out to prove himself as one of Earth's Mightiest Heroes! SHIELD recruits Clint to intercept a packet of incriminating evidence - before he becomes the most wanted man in the world. You won't be The breakout star of this summer's blockbuster Avengers film, Clint Barton - aka the self-made hero Hawkeye - fights for justice! With ex-Young Avenger Kate Bishop by his side, he's out to prove himself as one of Earth's Mightiest Heroes! SHIELD recruits Clint to intercept a packet of incriminating evidence - before he becomes the most wanted man in the world. You won't believe what is on The Tape! What is the Vagabond Code? Matt Fraction pens a Hawkeye thriller that spans the globe...and the darkest parts of Hawkeye's mind. Barton and Bishop mean double the Hawkeye and double the trouble...and stealing from the rich never looked so good.COLLECTING: Hawkeye 1-5, Young Avengers Presents 6 ...more",6fe02600f322a0a9,£45.24,£45.24,In stock (1 available),0
"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,http://books.toscrape.com/../../media/cache/eb/20/eb2063bd8d636cb8200c4b2c7cb6c773.jpg,4 étoiles,"Susan, Esther, and Daisy started at university three weeks ago and became fast friends. Now, away from home for the first time, all three want to reinvent themselves. But in the face of handwringing boys, âpersonal experimentation,â influenza, mystery mold, nuchauvinism, and the willful, unwanted intrusion of âacademia,â they may be lucky just to make it to spring alive. C Susan, Esther, and Daisy started at university three weeks ago and became fast friends. Now, away from home for the first time, all three want to reinvent themselves. But in the face of handwringing boys, âpersonal experimentation,â influenza, mystery mold, nuchauvinism, and the willful, unwanted intrusion of âacademia,â they may be lucky just to make it to spring alive. Collects issues #1-4. ...more",eb0fe24bbc845ecc,£56.76,£56.76,In stock (1 available),0
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,http://books.toscrape.com/../../media/cache/03/c5/03c51e2b5bf51a3f55deecbf8c9e8515.jpg,5 étoiles,A family with an ancient curse...And the girl who will change their lives forever...Tohru Honda was an orphan with no place to go until the mysterious Sohma family offered her a place to call home. Now her ordinary high school life is turned upside down as she's introduced to the Sohma's world of magical curses and family secrets.,72e6fbf4f6382557,£40.28,£40.28,In stock (1 available),0
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,http://books.toscrape.com/../../media/cache/48/b0/48b07e2daa02d7e5485aa546dec5a25e.jpg,5 étoiles,"Hot-tempered 15-year-old Ichigo Kurosaki, the hero of the popular fantasy-adventure Bleach , has the unsettling ability to see spirits who are unable to rest in peace. His sixth sense leads him to Rukia, a Soul Reaper who destroys Hollows (soul-devouring monsters) and ensures the deceased find repose with the Soul Society. When she's injured in battle, Rukia transfers h Hot-tempered 15-year-old Ichigo Kurosaki, the hero of the popular fantasy-adventure Bleach , has the unsettling ability to see spirits who are unable to rest in peace. His sixth sense leads him to Rukia, a Soul Reaper who destroys Hollows (soul-devouring monsters) and ensures the deceased find repose with the Soul Society. When she's injured in battle, Rukia transfers her sword and much of her power to Ichigo, whose spiritual energy makes him a formidable substitute Soul Reaper. But the orange-haired teenager isn't sure he wants the job: too many risks and moral dilemmas. ...more",099fae4a0705d63b,£34.65,£34.65,In stock (1 available),0
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,http://books.toscrape.com/../../media/cache/30/98/309814b6eeba469f4c741147aaaa076a.jpg,4 étoiles,"High school student Kei Nagai is struck dead in a grizzly traffic accident, but immediately revives to learn that he may not be like every other human. Instead, he may be a mysterious almost immortal being granted not only the powers of rejuvination but the abilities to see super-natural beings. Scared, he runs away, and is aided in his escape from society by his friend. U High school student Kei Nagai is struck dead in a grizzly traffic accident, but immediately revives to learn that he may not be like every other human. Instead, he may be a mysterious almost immortal being granted not only the powers of rejuvination but the abilities to see super-natural beings. Scared, he runs away, and is aided in his escape from society by his friend. Unfortunately for Kei, the manhunt is on and he will soon be caught within a conflict between mankind and others like him as they prepare to fight a new war based on terror. ...more",bfd5e1701c862ac3,£57.06,£57.06,In stock (1 available),0
The Secret Garden,Classics,http://books.toscrape.com/../../media/cache/f1/78/f17805e88aed31aae352ab250b2a379d.jpg,4 étoiles,"When orphaned Mary Lennox comes to live at her uncle's great house on the Yorkshire Moors, she finds it full of secrets. The mansion has nearly one hundred rooms, and her uncle keeps himself locked up. And at night, she hears the sound of crying down one of the long corridors.The gardens surrounding the large property are Mary's only escape. Then, Mary discovers a secret g When orphaned Mary Lennox comes to live at her uncle's great house on the Yorkshire Moors, she finds it full of secrets. The mansion has nearly one hundred rooms, and her uncle keeps himself locked up. And at night, she hears the sound of crying down one of the long corridors.The gardens surrounding the large property are Mary's only escape. Then, Mary discovers a secret garden, surrounded by walls and locked with a missing key. One day, with the help of two unexpected companions, she discovers a way in. Is everything in the garden dead, or can Mary bring it back to life? ...more",abbb492978ff656d,£15.08,£15.08,In stock (5 available),0
The Metamorphosis,Classics,http://books.toscrape.com/../../media/cache/9b/33/9b33c3c40c8d27054a3edf96cbf6a2fb.jpg,1 étoile,"As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. He was laying on his hard, as it were armor-plated, back and when he lifted his head a little he could see his domelike brown belly divided into stiff arched segments on top of which the bed quilt could hardly keep in position and was about to slide off comp As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. He was laying on his hard, as it were armor-plated, back and when he lifted his head a little he could see his domelike brown belly divided into stiff arched segments on top of which the bed quilt could hardly keep in position and was about to slide off completely. His numerous legs, which were pitifully thin compared to the rest of his bulk, waved helplessly before his eyes."" With this startling, bizarre, yet surprisingly funny first opening, Kafka begins his masterpiece, The Metamorphosis. It is the story of a young man who, transformed overnight into a giant beetle-like insect, becomes an object of disgrace to his family, an outsider in his own home, a quintessentially alienated man. A harrowing -- though absurdly comic -- meditation on human feelings of inadequacy, guilt, and isolation, The Metamorphosis has taken its place as one of the most widely read and influential works of twentieth-century fiction. As W.H. Auden wrote, ""Kafka is important to us because his predicament is the predicament of modern man."" ...more",93379e3a2072a01b,£28.58,£28.58,In stock (5 available),0
The Pilgrim's Progress,Classics,http://books.toscrape.com/../../media/cache/91/2a/912acfe6ee354d9d9bf3c1fa517c4252.jpg,2 étoiles,"Often rated as important as the Bible as a Christian document, this famous story of man's progress through life in search of salvation remains one of the most entertaining allegories of faith ever written. Set against realistic backdrops of town and country, the powerful drama of the pilgrim's trials and temptations follows him in his harrowing journey to the Celestial Cit Often rated as important as the Bible as a Christian document, this famous story of man's progress through life in search of salvation remains one of the most entertaining allegories of faith ever written. Set against realistic backdrops of town and country, the powerful drama of the pilgrim's trials and temptations follows him in his harrowing journey to the Celestial City.Along a road filled with monsters and spiritual terrors, Christian confronts such emblematic characters as Worldly Wiseman, Giant Despair, Talkative, Ignorance, and the demons of the Valley of the Shadow of Death. But he is also joined by Hopeful and Faithful.An enormously influential 17th-century classic, universally known for its simplicity, vigor, and beauty of language, The Pilgrim's Progress remains one of the most widely read books in the English language. ...more",6053ddf69c967d5f,£50.26,£50.26,In stock (4 available),0
The Hound of the Baskervilles (Sherlock Holmes #5),Classics,http://books.toscrape.com/../../media/cache/9d/fe/9dfe2a73c6a1a1c09927c904de641ebf.jpg,2 étoiles,"Holmes and Watson are faced with their most terrifying case yet. The legend of the devil-beast that haunts the moors around the Baskerville family's home warns the descendants of that ancient clan never to venture out in those dark hours when the power of evil is exalted. Now, the most recent Baskerville, Sir Charles, is dead and the footprints of a giant hound have been f Holmes and Watson are faced with their most terrifying case yet. The legend of the devil-beast that haunts the moors around the Baskerville family's home warns the descendants of that ancient clan never to venture out in those dark hours when the power of evil is exalted. Now, the most recent Baskerville, Sir Charles, is dead and the footprints of a giant hound have been found near his body. Will the new heir meet the same fate? ...more",6587f46697fc4443,£14.82,£14.82,In stock (4 available),0
Little Women (Little Women #1),Classics,http://books.toscrape.com/../../media/cache/55/a9/55a942b0c092c40bdbb6a1f1be340984.jpg,4 étoiles,"Little Women is the heartwarming story of the March family that has thrilled generations of readers. It is the story of four sisters--Jo, Meg, Amy and Beth-- and of the courage, humor and ingenuity they display to survive poverty and the absence of their father during the Civil War.",deda806b68b0aa11,£28.07,£28.07,In stock (4 available),0
Gone with the Wind,Classics,http://books.toscrape.com/../../media/cache/ac/ee/acee20cff19be38cc3efc5e9b50afae4.jpg,3 étoiles,"Margaret Mitchell's epic novel of love and war won the Pulitzer Prize and one of the most popular and celebrated movies of all time. Many novels have been written about the Civil War and its aftermath. None take us into the burning fields and cities of the American South as Gone With the Wind does, creating haunting scenes and thrilling portraits of characters so vivid tha Margaret Mitchell's epic novel of love and war won the Pulitzer Prize and one of the most popular and celebrated movies of all time. Many novels have been written about the Civil War and its aftermath. None take us into the burning fields and cities of the American South as Gone With the Wind does, creating haunting scenes and thrilling portraits of characters so vivid that we remember their words and feel their fear and hunger for the rest of our lives. In the two main characters, the white-shouldered, irresistible Scarlett and the flashy, contemptuous Rhett, Margaret Mitchell not only conveyed a timeless story of survival under the harshest of circumstances, she also created two of the most famous lovers in the English-speaking world since Romeo and Juliet. ...more",23310ce84d3c9f85,£32.49,£32.49,In stock (4 available),0
Candide,Classics,http://books.toscrape.com/../../media/cache/e7/7d/e77d917c495e649216225bd47e006482.jpg,3 étoiles,"Brought up in the household of a powerful Baron, Candide is an open-minded young man, whose tutor, Pangloss, has instilled in him the belief that 'all is for the best'. But when his love for the Baron's rosy-cheeked daughter is discovered, Candide is cast out to make his own way in the world. And so he and his various companions begin a breathless tour of Europe, South Ame Brought up in the household of a powerful Baron, Candide is an open-minded young man, whose tutor, Pangloss, has instilled in him the belief that 'all is for the best'. But when his love for the Baron's rosy-cheeked daughter is discovered, Candide is cast out to make his own way in the world. And so he and his various companions begin a breathless tour of Europe, South America and Asia, as an outrageous series of disasters befall them - earthquakes, syphilis, a brush with the Inquisition, murder - sorely testing the young hero's optimism. ...more",2798974abc8a58a8,£58.63,£58.63,In stock (4 available),0
Animal Farm,Classics,http://books.toscrape.com/../../media/cache/73/b9/73b9d68a89e6d037f1afdc70f96bad09.jpg,3 étoiles,"Tired of their servitude to man, a group of farm animals revolt and establish their own society, only to be betrayed into worse servitude by their leaders, the pigs, whose slogan becomes: ""All animals are equal, but some animals are more equal than others."" This 1945 satire addresses the socialist/communist philosophy of Stalin in the Soviet Union.",1451b55e5e56bb89,£57.22,£57.22,In stock (4 available),0
Wuthering Heights,Classics,http://books.toscrape.com/../../media/cache/d8/64/d8644073d00c000cb60643256080cc4b.jpg,3 étoiles,"Wuthering Heights is a wild, passionate story of the intense and almost demonic love between Catherine Earnshaw and Heathcliff, a foundling adopted by Catherine's father. After Mr Earnshaw's death, Heathcliff is bullied and humiliated by Catherine's brother Hindley and wrongly believing that his love for Catherine is not reciprocated, leaves Wuthering Heights, only to retu Wuthering Heights is a wild, passionate story of the intense and almost demonic love between Catherine Earnshaw and Heathcliff, a foundling adopted by Catherine's father. After Mr Earnshaw's death, Heathcliff is bullied and humiliated by Catherine's brother Hindley and wrongly believing that his love for Catherine is not reciprocated, leaves Wuthering Heights, only to return years later as a wealthy and polished man. He proceeds to exact a terrible revenge for his former miseries. The action of the story is chaotic and unremittingly violent, but the accomplished handling of a complex structure, the evocative descriptions of the lonely moorland setting and the poetic grandeur of vision combine to make this unique novel a masterpiece of English literature. ...more",5a7ff9aaa3168878,£17.73,£17.73,In stock (3 available),0
The Picture of Dorian Gray,Classics,http://books.toscrape.com/../../media/cache/67/29/67297ff3ae6cb02884c52e5250fe7c1a.jpg,2 étoiles,"Introduction by Jeffrey Eugenides Written in his distinctively dazzling manner, Oscar Wildeâs story of a fashionable young man who sells his soul for eternal youth and beauty is the authorâs most popular work. The tale of Dorian Grayâs moral disintegration caused a scandal when it ï¬rst appeared in 1890, but though Wilde was attacked for the novelâs corrupting inï¬uence, he ï»¿Introduction by Jeffrey Eugenides Â ï»¿Written in his distinctively dazzling manner, Oscar Wildeâs story of a fashionable young man who sells his soul for eternal youth and beauty is the authorâs most popular work. The tale of Dorian Grayâs moral disintegration caused a scandal when it ï¬rst appeared in 1890, but though Wilde was attacked for the novelâs corrupting inï¬uence, he responded that there is, in fact, âa terrible moral in Dorian Gray.â Just a few years later, the book and the aesthetic/moral dilemma it presented became issues in the trials occasioned by Wildeâs homosexual liaisons, which resulted in his imprisonment. Of Dorian Grayâs relationship to autobiography, Wilde noted in a letter, âBasil Hallward is what I think I am: Lord Henry what the world thinks me: Dorian what I would like to beâin other ages, perhaps.â ...more",b9f6305a3d650e2c,£29.70,£29.70,In stock (3 available),0
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Classics,http://books.toscrape.com/../../media/cache/55/2d/552d55d44dcc0f27e98b3e7dc3959e1a.jpg,4 étoiles,"This single volume brings together all of Poe's stories and poems, and illuminates the diverse and multifaceted genius of one of the greatest and most influential figures in American literary history.",cad70d6ffd53912f,£26.78,£26.78,In stock (3 available),0
Beowulf,Classics,http://books.toscrape.com/../../media/cache/3d/8c/3d8cd7a42d3e57cb10e02f9ab76bd549.jpg,2 étoiles,"The national bestseller and winner of the Whitbread Award. Composed toward the end of the first millennium, Beowulf is the classic Northern epic of a heroâs triumphs as a young warrior and his fated death as a defender of his people. The poem is about encountering the monstrous, defeating it, and then having to live on, physically and psychically exposed in the exhausted a The national bestseller and winner of the Whitbread Award. Composed toward the end of the first millennium, Beowulf is the classic Northern epic of a heroâs triumphs as a young warrior and his fated death as a defender of his people. The poem is about encountering the monstrous, defeating it, and then having to live on, physically and psychically exposed in the exhausted aftermath. It is not hard to draw parallels in this story to the historical curve of consciousness in the twentieth century, but the poem also transcends such considerations, telling us psychological and spiritual truths that are permanent and liberating.Beowulf is considered to have been composed between the 8th and the early 11th century. According to Wikipedia, it was first PUBLISHED in 1814 in a version by John Josias Conybeare. ...more",3fb69f34e178d494,£38.35,£38.35,In stock (3 available),0
And Then There Were None,Classics,http://books.toscrape.com/../../media/cache/6f/b0/6fb0c3064656f888125ab577b6a01867.jpg,2 étoiles,"First, there were ten - a curious assortment of strangers summoned as weekend guests to a private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal - and a secret that will seal their fate. For each has been marked for murder. On First, there were ten - a curious assortment of strangers summoned as weekend guests to a private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal - and a secret that will seal their fate. For each has been marked for murder. One by one they fall prey. Before the weekend is out, there will be none. And only the dead are above suspicion. ...more",cfe350b20d23b02b,£35.01,£35.01,In stock (3 available),0
The Story of Hong Gildong,Classics,http://books.toscrape.com/../../media/cache/b5/5b/b55be7e5c18b62cef6ebeae404f7f643.jpg,4 étoiles,"The Story of Hong Gildong is arguably the single most important work of classic Korean fiction. Like its English counterpart, Robin Hood, it has been adapted into countless movies, television shows, novels and comics. Its memorable lines are known to virtually every Korean by heart. Until now, this incredible 19th century fable has been all but inaccessible to English read The Story of Hong Gildong is arguably the single most important work of classic Korean fiction. Like its English counterpart, Robin Hood, it has been adapted into countless movies, television shows, novels and comics. Its memorable lines are known to virtually every Korean by heart. Until now, this incredible 19th century fable has been all but inaccessible to English readers.Hong Gildong, the brilliant but illegitimate son of a government minister, cannot advance in society due to his secondary status, so he leaves home to become the leader of a band of outlaws who rob the rich to give to the poor. On the way to building his own empire and gaining acceptance from his family, Hong Gildong vanquishes assassins, battles monsters, and conquers kingdoms. Minsoo Kang's expressive and animated new translation finally makes the original text of this classic available in English, re-introducing a noble and righteous outlaw and sharing a beloved hallmark of Korean culture. ...more",32d035df92ab9080,£43.19,£43.19,In stock (1 available),0
The Little Prince,Classics,http://books.toscrape.com/../../media/cache/c0/d6/c0d67625e62981155f5e1f553bda1a94.jpg,2 étoiles,"Moral allegory and spiritual autobiography, The Little Prince is the most translated book in the French language. With a timeless charm it tells the story of a little boy who leaves the safety of his own tiny planet to travel the universe, learning the vagaries of adult behaviour through a series of extraordinary encounters. His personal odyssey culminates in a voyage to E Moral allegory and spiritual autobiography, The Little Prince is the most translated book in the French language. With a timeless charm it tells the story of a little boy who leaves the safety of his own tiny planet to travel the universe, learning the vagaries of adult behaviour through a series of extraordinary encounters. His personal odyssey culminates in a voyage to Earth and further adventures. ...more",1aeca7d078d57deb,£45.42,£45.42,In stock (1 available),0
Sense and Sensibility,Classics,http://books.toscrape.com/../../media/cache/a8/57/a857deea83c7d4c66e2920e1cf5d8fe0.jpg,1 étoile,"'The more I know of the world, the more am I convinced that I shall never see a man whom I can really love. I require so much!'Marianne Dashwood wears her heart on her sleeve, and when she falls in love with the dashing but unsuitable John Willoughby she ignores her sister Elinor's warning that her impulsive behaviour leaves her open to gossip and innuendo. Meanwhile Elino 'The more I know of the world, the more am I convinced that I shall never see a man whom I can really love. I require so much!'Marianne Dashwood wears her heart on her sleeve, and when she falls in love with the dashing but unsuitable John Willoughby she ignores her sister Elinor's warning that her impulsive behaviour leaves her open to gossip and innuendo. Meanwhile Elinor, always sensitive to social convention, is struggling to conceal her own romantic disappointment, even from those closest to her. Through their parallel experience of loveâand its threatened lossâthe sisters learn that sense must mix with sensibility if they are to find personal happiness in a society where status and money govern the rules of love.This edition includes explanatory notes, textual variants between the first and second editions, and Tony Tanner's introduction to the original Penguin Classic edition. ...more",35e44170702139a4,£37.46,£37.46,In stock (1 available),0
Of Mice and Men,Classics,http://books.toscrape.com/../../media/cache/a0/bb/a0bb0881c8ee6f5866804cf0a437853f.jpg,2 étoiles,"The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream--a dream that one day they will have some land of their own. Eventually they find work on a ranch in Californiaâs Salinas Valley, but their hopes are doomed The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream--a dream that one day they will have some land of their own. Eventually they find work on a ranch in Californiaâs Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. Tackling universal themes such as the friendship of a shared vision, and giving voice to Americaâs lonely and dispossessed, Of Mice and Men has proved one of Steinbeckâs most popular works, achieving success as a novel, a Broadway play and three acclaimed films. ...more",39592d9d72e717c4,£47.11,£47.11,In stock (1 available),0
Emma,Classics,http://books.toscrape.com/../../media/cache/ae/98/ae98d08a6f427491dd8eda6b51af41fe.jpg,2 étoiles,"'I never have been in love; it is not my way, or my nature; and I do not think I ever shall.'Beautiful, clever, rich - and single - Emma Woodhouse is perfectly content with her life and sees no need for either love or marriage. Nothing, however, delights her more than interfering in the romantic lives of others. But when she ignores the warnings of her good friend Mr. Knig 'I never have been in love; it is not my way, or my nature; and I do not think I ever shall.'Beautiful, clever, rich - and single - Emma Woodhouse is perfectly content with her life and sees no need for either love or marriage. Nothing, however, delights her more than interfering in the romantic lives of others. But when she ignores the warnings of her good friend Mr. Knightley and attempts to arrange a suitable match for her protegee Harriet Smith, her carefully laid plans soon unravel and have consequences that she never expected. With its imperfect but charming heroine and its witty and subtle exploration of relationships, Emma is often seen as Jane Austen's most flawless work.This edition includes a new chronology and additional suggestions for further reading. ...more",2e69730561ed70ad,£32.93,£32.93,In stock (1 available),0
Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,http://books.toscrape.com/../../media/cache/99/df/99df494c230127c3d5ff53153d1f23a3.jpg,1 étoile,non renseignée,cd2a2a70dd5d176d,£55.53,£55.53,In stock (1 available),0
Sophie's World,Philosophy,http://books.toscrape.com/../../media/cache/d7/39/d73914232130fdf90d66f02fd9798f2b.jpg,5 étoiles,"A page-turning novel that is also an exploration of the great philosophical concepts of Western thought, Sophieâs World has fired the imagination of readers all over the world, with more than twenty million copies in print.One day fourteen-year-old Sophie Amundsen comes home from school to find in her mailbox two notes, with one question on each: âWho are you?â and âWhere A page-turning novel that is also an exploration of the great philosophical concepts of Western thought, Sophieâs World has fired the imagination of readers all over the world, with more than twenty million copies in print.One day fourteen-year-old Sophie Amundsen comes home from school to find in her mailbox two notes, with one question on each: âWho are you?â and âWhere does the world come from?â From that irresistible beginning, Sophie becomes obsessed with questions that take her far beyond what she knows of her Norwegian village. Through those letters, she enrolls in a kind of correspondence course, covering Socrates to Sartre, with a mysterious philosopher, while receiving letters addressed to another girl. Who is Hilde? And why does her mail keep turning up? To unravel this riddle, Sophie must use the philosophy she is learningâbut the truth turns out to be far more complicated than she could have imagined. ...more",6be3beb0793a53e7,£15.94,£15.94,In stock (18 available),0
The Death of Humanity: and the Case for Life,Philosophy,http://books.toscrape.com/../../media/cache/3f/f6/3ff6fe5d0c5ca7ab2ed8b5971e299caa.jpg,4 étoiles,"Do you believe human life is inherently valuable? Unfortunately, in the secularized age of state-sanctioned euthanasia and abortion-on-demand, many are losing faith in the simple value of human life. To the disillusioned, human beings are a cosmic accident whose intrinsic value is worth no more than other animals.The Death of Humanity explores our culture's declining respe Do you believe human life is inherently valuable? Unfortunately, in the secularized age of state-sanctioned euthanasia and abortion-on-demand, many are losing faith in the simple value of human life. To the disillusioned, human beings are a cosmic accident whose intrinsic value is worth no more than other animals.The Death of Humanity explores our culture's declining respect for the sanctity of human life, drawing on philosophy and history to reveal the dark road ahead for society if we lose our faith in human life. ...more",bd261725b99f5983,£58.11,£58.11,In stock (16 available),0
The Stranger,Philosophy,http://books.toscrape.com/../../media/cache/c8/1a/c81aea97de1daaa0081d96f8564c204c.jpg,4 étoiles,"This is an alternate cover edition for ISBN 0679720200.Through the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach, Camus explored what he termed ""the nakedness of man faced with the absurd."" First published in English in 1946; now in a new translation by Matthew Ward.",f5a92cff83897d48,£17.44,£17.44,In stock (15 available),0
